User ID,Join Date,Last Payment Date,SubscriptionID,Monthly Revenue,Monthly_Revenue,Gender,Device,Country,FamilyMember,Age,TimeConsumingPerWeek,Genre,Satisfaction,MontlyIncomeUSD,Monthly Income,SubscriptionMethod,MonthlyFeeUSD,NoDevice,PlanDurationMonth,Monthly Fee 
365,13-10-2022,27-06-2023,1,11,963.93,Male,Laptop,Germany,1,33,2,Horror,Neutral,3400,297942,Basic,10,1,1,876.3
366,17-10-2022,29-06-2023,3,12,1051.56,Male,Smart TV,France,6,28,4,Horror,Satisfied,3600,315468,Premium,15,4,1,1314.45
367,23-10-2022,25-06-2023,1,13,1139.19,Male,Laptop,Brazil,2,33,2,Horror,Satisfied,2300,201549,Basic,10,1,1,876.3
368,24-10-2022,28-06-2023,2,13,1139.19,Male,Smartphone,Mexico,4,29,4,Action & Adventure,Satisfied,2100,184023,Standard,12,2,1,1051.56
369,25-10-2022,27-06-2023,3,12,1051.56,Female,Smartphone,Spain,5,34,3,Horror,Satisfied,4100,359283,Premium,15,4,1,1314.45
370,22-10-2022,29-06-2023,1,11,963.93,Female,Smartphone,Italy,5,26,2,Horror,Extremely satisfied,4000,350520,Basic,10,1,1,876.3
371,30-09-2022,25-06-2023,1,11,963.93,Male,Tablet,United States,2,33,2,Action & Adventure,Neutral,3500,306705,Basic,10,1,1,876.3
372,06-09-2022,27-06-2023,1,11,963.93,Female,Tablet,Canada,2,30,4,Dramma,Satisfied,4000,350520,Basic,10,1,1,876.3
373,18-06-2022,26-06-2023,2,10,876.3,Female,Tablet,United Kingdom,3,30,2,Comedy,Neutral,4200,368046,Standard,12,2,1,1051.56
374,12-06-2022,28-06-2023,3,10,876.3,Female,Laptop,Australia,4,31,3,Comedy,Extremely satisfied,3600,315468,Premium,15,4,1,1314.45
375,17-06-2022,28-06-2023,1,14,1226.82,Female,Laptop,Germany,3,29,4,Comedy,Satisfied,3900,341757,Basic,10,1,1,876.3
376,20-06-2022,27-06-2023,1,12,1051.56,Female,Smartphone,France,5,34,4,Comedy,Extremely satisfied,3700,324231,Basic,10,1,1,876.3
377,27-08-2022,28-06-2023,3,12,1051.56,Male,Laptop,Brazil,4,34,3,Action & Adventure,Satisfied,2200,192786,Premium,15,4,1,1314.45
378,13-08-2022,27-06-2023,2,14,1226.82,Female,Laptop,Mexico,2,34,3,Dramma,Neutral,2000,175260,Standard,12,2,1,1051.56
379,12-08-2022,28-06-2023,2,10,876.3,Female,Smart TV,Spain,3,32,2,Horror,Neutral,3500,306705,Standard,12,2,1,1051.56
380,05-08-2022,27-06-2023,1,15,1314.45,Female,Smart TV,Italy,4,28,3,Dramma,Extremely satisfied,3400,297942,Basic,10,1,1,876.3
381,14-07-2022,27-06-2023,3,10,876.3,Female,Laptop,United States,4,27,4,Dramma,Neutral,4200,368046,Premium,15,4,1,1314.45
382,07-06-2022,26-06-2023,2,10,876.3,Male,Smart TV,Canada,3,27,2,Horror,Neutral,3400,297942,Standard,12,2,1,1051.56
383,01-06-2022,27-06-2023,1,10,876.3,Male,Smart TV,United Kingdom,5,31,4,Action & Adventure,Neutral,4000,350520,Basic,10,1,1,876.3
384,19-05-2022,28-06-2023,2,10,876.3,Female,Smartphone,Australia,4,33,4,Dramma,Neutral,3400,297942,Standard,12,2,1,1051.56
385,22-05-2022,27-06-2023,3,15,1314.45,Male,Smartphone,Germany,6,32,3,Horror,Neutral,3600,315468,Premium,15,4,1,1314.45
386,11-07-2022,26-06-2023,1,14,1226.82,Male,Tablet,France,1,28,2,Action & Adventure,Neutral,3900,341757,Basic,10,1,1,876.3
387,19-07-2022,28-06-2023,3,11,963.93,Female,Tablet,Brazil,5,35,4,Comedy,Satisfied,1700,148971,Premium,15,4,1,1314.45
388,21-07-2022,28-06-2023,2,12,1051.56,Male,Laptop,Mexico,4,26,3,Action & Adventure,Satisfied,1700,148971,Standard,12,2,1,1051.56
389,02-08-2022,26-06-2023,1,14,1226.82,Male,Smart TV,Spain,4,33,2,Horror,Satisfied,4200,368046,Basic,10,1,1,876.3
390,03-07-2022,28-06-2023,2,13,1139.19,Female,Laptop,Italy,4,27,3,Horror,Satisfied,3900,341757,Standard,12,2,1,1051.56
391,23-06-2022,27-06-2023,3,13,1139.19,Male,Laptop,United States,5,30,3,Horror,Neutral,3400,297942,Premium,15,4,1,1314.45
392,03-06-2022,28-06-2023,1,15,1314.45,Male,Smart TV,Canada,2,32,4,Action & Adventure,Satisfied,4200,368046,Basic,10,1,1,876.3
393,03-06-2022,26-06-2023,2,10,876.3,Male,Tablet,United Kingdom,2,31,4,Horror,Neutral,3500,306705,Standard,12,2,1,1051.56
394,30-05-2022,27-06-2023,3,14,1226.82,Female,Tablet,Australia,4,29,4,Horror,Neutral,3500,306705,Premium,15,4,1,1314.45
395,05-06-2022,26-06-2023,1,12,1051.56,Female,Laptop,Germany,3,33,4,Comedy,Neutral,3700,324231,Basic,10,1,1,876.3
396,10-06-2022,27-06-2023,3,14,1226.82,Female,Smartphone,France,6,30,3,Dramma,Satisfied,4200,368046,Premium,15,4,1,1314.45
397,14-07-2022,26-06-2023,1,11,963.93,Female,Smartphone,Brazil,5,35,4,Horror,Extremely satisfied,2300,201549,Basic,10,1,1,876.3
398,15-07-2022,27-06-2023,2,13,1139.19,Female,Tablet,Mexico,2,31,2,Comedy,Satisfied,1800,157734,Standard,12,2,1,1051.56
399,14-07-2022,25-06-2023,2,12,1051.56,Female,Smartphone,Spain,4,30,4,Horror,Neutral,3400,297942,Standard,12,2,1,1051.56
400,13-07-2022,27-06-2023,1,14,1226.82,Male,Laptop,Italy,4,31,4,Horror,Neutral,3500,306705,Basic,10,1,1,876.3
401,17-07-2022,26-06-2023,3,12,1051.56,Female,Laptop,United States,4,34,3,Horror,Satisfied,3400,297942,Premium,15,4,1,1314.45
402,21-07-2022,26-06-2023,1,14,1226.82,Male,Smartphone,Canada,3,32,3,Horror,Neutral,3600,315468,Basic,10,1,1,876.3
403,23-07-2022,28-06-2023,2,13,1139.19,Male,Smartphone,United Kingdom,4,30,4,Horror,Extremely satisfied,3400,297942,Standard,12,2,1,1051.56
404,01-08-2022,28-06-2023,3,13,1139.19,Male,Smartphone,Australia,6,32,3,Action & Adventure,Satisfied,3600,315468,Premium,15,4,1,1314.45
405,06-08-2022,26-06-2023,1,13,1139.19,Female,Tablet,Germany,4,35,3,Comedy,Satisfied,3800,332994,Basic,10,1,1,876.3
406,19-08-2022,26-06-2023,3,12,1051.56,Female,Smartphone,France,6,31,4,Comedy,Extremely satisfied,3400,297942,Premium,15,4,1,1314.45
407,26-08-2022,27-06-2023,1,12,1051.56,Female,Tablet,Brazil,5,27,3,Comedy,Neutral,2300,201549,Basic,10,1,1,876.3
408,27-09-2022,27-06-2023,2,13,1139.19,Female,Tablet,Mexico,3,30,4,Dramma,Neutral,2000,175260,Standard,12,2,1,1051.56
409,15-09-2022,25-06-2023,2,14,1226.82,Male,Smartphone,Spain,2,28,4,Action & Adventure,Extremely satisfied,4100,359283,Standard,12,2,1,1051.56
410,02-09-2022,25-06-2023,1,15,1314.45,Male,Smart TV,Italy,2,33,3,Action & Adventure,Neutral,3700,324231,Basic,10,1,1,876.3
411,03-09-2022,26-06-2023,3,14,1226.82,Female,Tablet,United States,5,33,2,Dramma,Neutral,4100,359283,Premium,15,4,1,1314.45
412,03-09-2022,26-06-2023,1,12,1051.56,Male,Laptop,Canada,3,31,3,Action & Adventure,Neutral,3700,324231,Basic,10,1,1,876.3
413,24-08-2022,26-06-2023,2,13,1139.19,Female,Smartphone,United Kingdom,2,31,2,Dramma,Extremely satisfied,4000,350520,Standard,12,2,1,1051.56
414,21-08-2022,27-06-2023,3,14,1226.82,Female,Laptop,Australia,6,26,2,Comedy,Satisfied,3700,324231,Premium,15,4,1,1314.45
415,23-08-2022,25-06-2023,1,13,1139.19,Female,Smartphone,Germany,2,32,3,Comedy,Satisfied,4000,350520,Basic,10,1,1,876.3
416,02-09-2022,26-06-2023,3,10,876.3,Male,Tablet,France,4,26,4,Horror,Satisfied,3700,324231,Premium,15,4,1,1314.45
417,21-09-2022,29-06-2023,1,14,1226.82,Male,Smart TV,Brazil,1,35,3,Action & Adventure,Extremely satisfied,1700,148971,Basic,10,1,1,876.3
418,21-10-2022,27-06-2023,2,14,1226.82,Female,Smart TV,Mexico,4,27,3,Dramma,Neutral,2100,184023,Standard,12,2,1,1051.56
419,30-10-2022,27-06-2023,2,11,963.93,Female,Laptop,Spain,3,26,3,Comedy,Extremely satisfied,4200,368046,Standard,12,2,1,1051.56
420,02-11-2022,28-06-2023,1,10,876.3,Male,Laptop,Italy,3,33,2,Horror,Extremely satisfied,3500,306705,Basic,10,1,1,876.3
421,16-10-2022,28-06-2023,3,14,1226.82,Male,Tablet,United States,5,31,3,Horror,Neutral,3700,324231,Premium,15,4,1,1314.45
422,15-09-2022,29-06-2023,1,14,1226.82,Female,Tablet,Canada,5,35,4,Comedy,Satisfied,4100,359283,Basic,10,1,1,876.3
423,12-09-2022,27-06-2023,2,15,1314.45,Male,Smartphone,United Kingdom,2,34,3,Action & Adventure,Satisfied,4000,350520,Standard,12,2,1,1051.56
424,18-09-2022,29-06-2023,3,12,1051.56,Female,Tablet,Australia,4,26,3,Comedy,Satisfied,3700,324231,Premium,15,4,1,1314.45
425,04-10-2022,27-06-2023,1,13,1139.19,Male,Tablet,Germany,3,31,2,Horror,Extremely satisfied,3600,315468,Basic,10,1,1,876.3
426,05-10-2022,30-06-2023,3,15,1314.45,Male,Laptop,France,4,32,2,Action & Adventure,Satisfied,4200,368046,Premium,15,4,1,1314.45
427,06-11-2022,26-06-2023,1,11,963.93,Male,Smart TV,Brazil,2,31,4,Horror,Satisfied,1700,148971,Basic,10,1,1,876.3
428,17-11-2022,28-06-2023,2,12,1051.56,Male,Smartphone,Mexico,4,31,2,Action & Adventure,Satisfied,2000,175260,Standard,12,2,1,1051.56
429,18-11-2022,26-06-2023,2,14,1226.82,Male,Laptop,Spain,2,27,3,Horror,Extremely satisfied,3900,341757,Standard,12,2,1,1051.56
430,22-11-2022,30-06-2023,1,14,1226.82,Female,Smart TV,Italy,2,35,4,Comedy,Neutral,4000,350520,Basic,10,1,1,876.3
431,04-12-2022,28-06-2023,3,15,1314.45,Male,Smart TV,United States,6,34,4,Horror,Neutral,4000,350520,Premium,15,4,1,1314.45
432,19-11-2022,30-06-2023,1,12,1051.56,Female,Smart TV,Canada,2,34,4,Dramma,Satisfied,4000,350520,Basic,10,1,1,876.3
433,06-11-2022,25-06-2023,2,11,963.93,Female,Smartphone,United Kingdom,4,34,4,Horror,Satisfied,3800,332994,Standard,12,2,1,1051.56
434,15-10-2022,29-06-2023,3,12,1051.56,Female,Laptop,Australia,6,31,3,Horror,Extremely satisfied,3700,324231,Premium,15,4,1,1314.45
435,17-10-2022,28-06-2023,1,11,963.93,Female,Smart TV,Germany,3,31,2,Horror,Neutral,3700,324231,Basic,10,1,1,876.3
436,19-10-2022,29-06-2023,3,11,963.93,Female,Smartphone,France,5,34,3,Dramma,Neutral,3500,306705,Premium,15,4,1,1314.45
437,23-10-2022,25-06-2023,1,13,1139.19,Male,Smart TV,Brazil,4,26,2,Action & Adventure,Satisfied,2100,184023,Basic,10,1,1,876.3
438,24-10-2022,28-06-2023,2,12,1051.56,Male,Smart TV,Mexico,3,28,4,Horror,Extremely satisfied,1800,157734,Standard,12,2,1,1051.56
439,23-10-2022,27-06-2023,2,12,1051.56,Female,Smart TV,Spain,2,31,2,Comedy,Neutral,3700,324231,Standard,12,2,1,1051.56
440,10-10-2022,29-06-2023,1,11,963.93,Male,Tablet,Italy,3,32,2,Horror,Neutral,3500,306705,Basic,10,1,1,876.3
441,05-10-2022,28-06-2023,3,13,1139.19,Female,Laptop,United States,5,35,2,Dramma,Extremely satisfied,4100,359283,Premium,15,4,1,1314.45
442,01-07-2022,27-06-2023,1,12,1051.56,Female,Laptop,Canada,1,30,3,Dramma,Extremely satisfied,4000,350520,Basic,10,1,1,876.3
443,01-07-2022,27-06-2023,2,10,876.3,Male,Smart TV,United Kingdom,4,27,2,Action & Adventure,Extremely satisfied,3400,297942,Standard,12,2,1,1051.56
444,25-06-2022,28-06-2023,3,10,876.3,Female,Smartphone,Australia,4,30,3,Comedy,Satisfied,3900,341757,Premium,15,4,1,1314.45
445,24-06-2022,28-06-2023,1,12,1051.56,Male,Tablet,Germany,2,26,2,Action & Adventure,Neutral,3900,341757,Basic,10,1,1,876.3
446,28-06-2022,28-06-2023,1,14,1226.82,Female,Smartphone,France,3,30,4,Horror,Neutral,3600,315468,Basic,10,1,1,876.3
447,11-08-2022,28-06-2023,1,15,1314.45,Female,Laptop,Brazil,3,29,4,Comedy,Extremely satisfied,1700,148971,Basic,10,1,1,876.3
448,12-08-2022,27-06-2023,2,14,1226.82,Male,Tablet,Mexico,4,31,3,Horror,Extremely satisfied,2400,210312,Standard,12,2,1,1051.56
449,07-08-2022,28-06-2023,3,10,876.3,Female,Laptop,Spain,4,27,4,Comedy,Extremely satisfied,4200,368046,Premium,15,4,1,1314.45
450,06-08-2022,27-06-2023,1,14,1226.82,Male,Laptop,Italy,3,32,4,Horror,Neutral,3500,306705,Basic,10,1,1,876.3
451,18-07-2022,28-06-2023,1,12,1051.56,Female,Laptop,United States,4,33,3,Horror,Satisfied,4200,368046,Basic,10,1,1,876.3
452,16-06-2022,26-06-2023,3,12,1051.56,Female,Laptop,Canada,5,28,3,Horror,Satisfied,3600,315468,Premium,15,4,1,1314.45
453,30-05-2022,28-06-2023,2,11,963.93,Female,Tablet,United Kingdom,3,31,2,Dramma,Neutral,3800,332994,Standard,12,2,1,1051.56
454,28-05-2022,28-06-2023,2,15,1314.45,Female,Tablet,Australia,3,32,2,Horror,Neutral,3700,324231,Standard,12,2,1,1051.56
455,31-05-2022,27-06-2023,1,11,963.93,Female,Smart TV,Germany,5,26,4,Comedy,Satisfied,3900,341757,Basic,10,1,1,876.3
456,04-06-2022,27-06-2023,3,14,1226.82,Male,Tablet,France,6,32,3,Horror,Satisfied,4200,368046,Premium,15,4,1,1314.45
457,29-06-2022,28-06-2023,2,14,1226.82,Male,Smart TV,Brazil,3,34,2,Horror,Satisfied,1900,166497,Standard,12,2,1,1051.56
458,24-07-2022,28-06-2023,1,10,876.3,Male,Tablet,Mexico,1,28,4,Horror,Neutral,2200,192786,Basic,10,1,1,876.3
459,19-07-2022,27-06-2023,2,10,876.3,Female,Tablet,Spain,3,33,3,Comedy,Neutral,4000,350520,Standard,12,2,1,1051.56
460,30-06-2022,28-06-2023,3,10,876.3,Female,Smart TV,Italy,5,32,4,Comedy,Neutral,3900,341757,Premium,15,4,1,1314.45
461,16-06-2022,27-06-2023,1,11,963.93,Male,Smart TV,United States,1,26,4,Action & Adventure,Satisfied,3700,324231,Basic,10,1,1,876.3
462,10-06-2022,28-06-2023,3,15,1314.45,Male,Smartphone,Canada,4,26,2,Action & Adventure,Satisfied,3900,341757,Premium,15,4,1,1314.45
463,01-06-2022,26-06-2023,2,11,963.93,Male,Smart TV,United Kingdom,2,33,2,Horror,Neutral,3400,297942,Standard,12,2,1,1051.56
464,03-06-2022,28-06-2023,1,13,1139.19,Male,Laptop,Australia,1,26,3,Action & Adventure,Extremely satisfied,4100,359283,Basic,10,1,1,876.3
465,05-06-2022,26-06-2023,2,11,963.93,Male,Laptop,Germany,4,32,4,Horror,Extremely satisfied,3400,297942,Standard,12,2,1,1051.56
466,07-06-2022,27-06-2023,3,10,876.3,Male,Laptop,France,4,27,4,Action & Adventure,Satisfied,3800,332994,Premium,15,4,1,1314.45
467,22-06-2022,26-06-2023,1,10,876.3,Female,Laptop,Brazil,2,32,4,Dramma,Satisfied,1700,148971,Basic,10,1,1,876.3
468,28-06-2022,27-06-2023,2,11,963.93,Male,Smart TV,Mexico,3,33,4,Horror,Neutral,2200,192786,Standard,12,2,1,1051.56
469,29-06-2022,29-06-2023,3,12,1051.56,Female,Tablet,Spain,6,33,2,Dramma,Satisfied,3400,297942,Premium,15,4,1,1314.45
470,03-07-2022,28-06-2023,1,15,1314.45,Female,Tablet,Italy,5,28,2,Horror,Satisfied,4200,368046,Basic,10,1,1,876.3
471,08-07-2022,27-06-2023,3,15,1314.45,Male,Tablet,United States,4,29,4,Horror,Satisfied,3400,297942,Premium,15,4,1,1314.45
472,13-07-2022,27-06-2023,1,10,876.3,Female,Tablet,Canada,2,26,4,Horror,Satisfied,4000,350520,Basic,10,1,1,876.3
473,27-07-2022,28-06-2023,2,10,876.3,Female,Smartphone,United Kingdom,4,34,3,Horror,Satisfied,3600,315468,Standard,12,2,1,1051.56
474,30-07-2022,28-06-2023,2,14,1226.82,Male,Smartphone,Australia,4,33,2,Action & Adventure,Extremely satisfied,3500,306705,Standard,12,2,1,1051.56
475,13-08-2022,26-06-2023,1,11,963.93,Female,Smart TV,Germany,3,34,4,Dramma,Extremely satisfied,3800,332994,Basic,10,1,1,876.3
476,18-08-2022,26-06-2023,3,14,1226.82,Female,Laptop,France,5,34,4,Dramma,Satisfied,3800,332994,Premium,15,4,1,1314.45
477,24-08-2022,27-06-2023,1,10,876.3,Male,Laptop,Brazil,5,31,2,Horror,Satisfied,2200,192786,Basic,10,1,1,876.3
478,08-09-2022,27-06-2023,2,10,876.3,Male,Laptop,Mexico,2,34,2,Action & Adventure,Neutral,2200,192786,Standard,12,2,1,1051.56
479,04-09-2022,27-06-2023,3,13,1139.19,Female,Smartphone,Spain,4,30,2,Comedy,Satisfied,3900,341757,Premium,15,4,1,1314.45
480,04-09-2022,27-06-2023,1,15,1314.45,Female,Laptop,Italy,3,28,4,Dramma,Satisfied,3800,332994,Basic,10,1,1,876.3
481,04-09-2022,26-06-2023,3,12,1051.56,Male,Smart TV,United States,6,33,3,Action & Adventure,Satisfied,4200,368046,Premium,15,4,1,1314.45
482,27-08-2022,27-06-2023,1,11,963.93,Male,Smart TV,Canada,4,32,3,Horror,Neutral,3800,332994,Basic,10,1,1,876.3
483,25-08-2022,27-06-2023,2,14,1226.82,Male,Smart TV,United Kingdom,2,33,3,Action & Adventure,Satisfied,3400,297942,Standard,12,2,1,1051.56
484,25-08-2022,28-06-2023,2,13,1139.19,Male,Smartphone,Australia,3,29,4,Horror,Neutral,4000,350520,Standard,12,2,1,1051.56
485,01-09-2022,28-06-2023,1,14,1226.82,Female,Tablet,Germany,2,34,3,Comedy,Extremely satisfied,3800,332994,Basic,10,1,1,876.3
486,13-09-2022,26-06-2023,3,15,1314.45,Female,Laptop,France,4,31,3,Horror,Satisfied,3500,306705,Premium,15,4,1,1314.45
487,05-10-2022,29-06-2023,1,15,1314.45,Male,Smart TV,Brazil,5,34,4,Action & Adventure,Satisfied,2200,192786,Basic,10,1,1,876.3
488,08-10-2022,28-06-2023,2,11,963.93,Female,Smart TV,Mexico,3,35,2,Horror,Extremely satisfied,2100,184023,Standard,12,2,1,1051.56
489,26-10-2022,28-06-2023,3,11,963.93,Male,Tablet,Spain,4,27,3,Horror,Neutral,3400,297942,Premium,15,4,1,1314.45
490,18-10-2022,29-06-2023,1,12,1051.56,Female,Smart TV,Italy,2,31,3,Comedy,Satisfied,4000,350520,Basic,10,1,1,876.3
491,07-10-2022,28-06-2023,3,12,1051.56,Female,Smartphone,United States,6,27,4,Horror,Neutral,3600,315468,Premium,15,4,1,1314.45
492,17-09-2022,30-06-2023,1,10,876.3,Male,Tablet,Canada,2,26,2,Horror,Extremely satisfied,3800,332994,Basic,10,1,1,876.3
493,18-09-2022,27-06-2023,2,11,963.93,Female,Smartphone,United Kingdom,2,32,3,Horror,Neutral,3600,315468,Standard,12,2,1,1051.56
494,27-09-2022,29-06-2023,2,14,1226.82,Male,Smart TV,Australia,4,31,3,Action & Adventure,Neutral,4200,368046,Standard,12,2,1,1051.56
495,30-09-2022,27-06-2023,1,13,1139.19,Male,Smartphone,Germany,5,26,3,Action & Adventure,Extremely satisfied,3500,306705,Basic,10,1,1,876.3
496,30-10-2022,30-06-2023,3,10,876.3,Female,Laptop,France,6,35,2,Horror,Neutral,4100,359283,Premium,15,4,1,1314.45
497,09-11-2022,29-06-2023,1,11,963.93,Male,Smartphone,Brazil,4,30,2,Action & Adventure,Extremely satisfied,2100,184023,Basic,10,1,1,876.3
498,17-11-2022,28-06-2023,2,11,963.93,Female,Smartphone,Mexico,2,26,4,Dramma,Satisfied,2000,175260,Standard,12,2,1,1051.56
499,18-11-2022,26-06-2023,3,10,876.3,Female,Laptop,Spain,4,29,3,Dramma,Satisfied,3400,297942,Premium,15,4,1,1314.45
500,22-11-2022,30-06-2023,1,15,1314.45,Male,Laptop,Italy,2,31,4,Horror,Extremely dissatisfied,3800,332994,Basic,10,1,1,876.3
501,22-11-2022,28-06-2023,3,14,1226.82,Male,Smartphone,Spain,5,27,2,Horror,Dissatisfied,3500,306705,Premium,15,4,1,1314.45
502,21-11-2022,30-06-2023,1,13,1139.19,Male,Smartphone,Spain,5,35,4,Horror,Neutral,3700,324231,Basic,10,1,1,876.3
503,10-11-2022,26-06-2023,2,14,1226.82,Male,Tablet,United States,4,34,3,Action & Adventure,Neutral,3500,306705,Standard,12,2,1,1051.56
504,21-10-2022,29-06-2023,2,12,1051.56,Female,Laptop,Canada,3,32,2,Dramma,Dissatisfied,3700,324231,Standard,12,2,1,1051.56
505,21-10-2022,28-06-2023,1,11,963.93,Male,Smartphone,United States,3,32,2,Horror,Neutral,4000,350520,Basic,10,1,1,876.3
506,23-10-2022,29-06-2023,3,14,1226.82,Male,Smart TV,United States,6,27,3,Horror,Neutral,3600,315468,Premium,15,4,1,1314.45
507,24-10-2022,26-06-2023,1,15,1314.45,Female,Tablet,Canada,2,32,2,Comedy,Dissatisfied,3800,332994,Basic,10,1,1,876.3
508,23-10-2022,28-06-2023,2,12,1051.56,Female,Tablet,United Kingdom,3,26,4,Horror,Extremely satisfied,4000,350520,Standard,12,2,1,1051.56
509,21-10-2022,28-06-2023,3,10,876.3,Male,Smartphone,Australia,4,31,3,Action & Adventure,Extremely dissatisfied,4100,359283,Premium,15,4,1,1314.45
510,06-10-2022,29-06-2023,1,15,1314.45,Female,Tablet,Germany,2,34,2,Comedy,Extremely satisfied,3800,332994,Basic,10,1,1,876.3
511,26-07-2022,28-06-2023,3,11,963.93,Female,Smart TV,France,4,28,3,Dramma,Neutral,3700,324231,Premium,15,4,1,1314.45
512,13-07-2022,28-06-2023,1,15,1314.45,Male,Tablet,Brazil,2,28,2,Horror,Extremely dissatisfied,1700,148971,Basic,10,1,1,876.3
513,06-07-2022,28-06-2023,2,10,876.3,Male,Tablet,Mexico,4,35,4,Action & Adventure,Dissatisfied,2400,210312,Standard,12,2,1,1051.56
514,07-07-2022,28-06-2023,2,14,1226.82,Male,Tablet,Spain,4,26,3,Action & Adventure,Extremely satisfied,4200,368046,Standard,12,2,1,1051.56
515,01-07-2022,29-06-2023,1,15,1314.45,Female,Laptop,Italy,5,34,3,Comedy,Satisfied,3600,315468,Basic,10,1,1,876.3
516,31-07-2022,28-06-2023,3,14,1226.82,Female,Smart TV,Spain,6,32,2,Comedy,Extremely dissatisfied,4000,350520,Premium,15,4,1,1314.45
517,06-08-2022,28-06-2023,1,12,1051.56,Female,Smart TV,Spain,3,31,4,Horror,Extremely dissatisfied,3900,341757,Basic,10,1,1,876.3
518,07-08-2022,27-06-2023,2,15,1314.45,Female,Tablet,United States,4,29,3,Dramma,Extremely satisfied,4000,350520,Standard,12,2,1,1051.56
519,06-08-2022,28-06-2023,3,10,876.3,Male,Smartphone,Canada,5,35,4,Action & Adventure,Dissatisfied,3500,306705,Premium,15,4,1,1314.45
520,03-08-2022,28-06-2023,1,13,1139.19,Male,Smart TV,United States,1,28,4,Action & Adventure,Extremely dissatisfied,3900,341757,Basic,10,1,1,876.3
521,18-06-2022,28-06-2023,1,15,1314.45,Female,Smart TV,United States,1,28,4,Horror,Neutral,3600,315468,Basic,10,1,1,876.3
522,17-06-2022,27-06-2023,1,14,1226.82,Female,Tablet,Canada,4,26,3,Comedy,Extremely dissatisfied,3400,297942,Basic,10,1,1,876.3
523,07-06-2022,29-06-2023,2,13,1139.19,Male,Smartphone,United Kingdom,3,31,2,Action & Adventure,Satisfied,4100,359283,Standard,12,2,1,1051.56
524,06-06-2022,28-06-2023,3,15,1314.45,Male,Tablet,Australia,5,35,4,Action & Adventure,Dissatisfied,3600,315468,Premium,15,4,1,1314.45
525,04-06-2022,27-06-2023,1,14,1226.82,Male,Tablet,Germany,3,33,3,Horror,Extremely dissatisfied,3700,324231,Basic,10,1,1,876.3
526,20-06-2022,28-06-2023,1,11,963.93,Male,Laptop,France,2,29,2,Horror,Satisfied,3400,297942,Basic,10,1,1,876.3
527,10-07-2022,28-06-2023,3,10,876.3,Female,Tablet,Brazil,6,34,4,Dramma,Extremely dissatisfied,1800,157734,Premium,15,4,1,1314.45
528,13-07-2022,29-06-2023,2,13,1139.19,Female,Smartphone,Mexico,4,35,4,Dramma,Dissatisfied,2300,201549,Standard,12,2,1,1051.56
529,07-07-2022,27-06-2023,2,11,963.93,Female,Laptop,Spain,4,30,2,Horror,Neutral,4000,350520,Standard,12,2,1,1051.56
530,22-06-2022,28-06-2023,1,14,1226.82,Female,Smart TV,Italy,1,30,2,Dramma,Dissatisfied,3400,297942,Basic,10,1,1,876.3
531,15-06-2022,27-06-2023,3,14,1226.82,Female,Laptop,Spain,4,30,2,Horror,Dissatisfied,3600,315468,Premium,15,4,1,1314.45
532,03-06-2022,28-06-2023,2,11,963.93,Male,Laptop,Spain,2,30,2,Action & Adventure,Dissatisfied,4100,359283,Standard,12,2,1,1051.56
533,04-06-2022,27-06-2023,1,14,1226.82,Male,Smartphone,United States,4,27,2,Horror,Dissatisfied,4000,350520,Basic,10,1,1,876.3
534,05-06-2022,28-06-2023,2,11,963.93,Female,Smart TV,Canada,3,30,4,Comedy,Dissatisfied,3500,306705,Standard,12,2,1,1051.56
535,07-06-2022,29-06-2023,3,15,1314.45,Female,Laptop,United States,4,34,3,Horror,Dissatisfied,3400,297942,Premium,15,4,1,1314.45
536,14-06-2022,29-06-2023,1,10,876.3,Male,Smart TV,United States,4,30,2,Action & Adventure,Extremely dissatisfied,3500,306705,Basic,10,1,1,876.3
537,17-06-2022,27-06-2023,3,10,876.3,Male,Smartphone,Canada,6,26,2,Action & Adventure,Satisfied,3500,306705,Premium,15,4,1,1314.45
538,19-06-2022,28-06-2023,2,14,1226.82,Female,Tablet,United Kingdom,4,30,3,Horror,Neutral,4200,368046,Standard,12,2,1,1051.56
539,02-07-2022,29-06-2023,1,12,1051.56,Female,Tablet,Australia,3,26,2,Comedy,Dissatisfied,3400,297942,Basic,10,1,1,876.3
540,03-07-2022,29-06-2023,2,10,876.3,Male,Smartphone,Germany,4,30,4,Horror,Satisfied,3900,341757,Standard,12,2,1,1051.56
541,13-07-2022,27-06-2023,3,10,876.3,Male,Smart TV,France,5,32,4,Horror,Satisfied,3500,306705,Premium,15,4,1,1314.45
542,26-07-2022,27-06-2023,1,14,1226.82,Male,Smartphone,Brazil,3,34,2,Horror,Extremely satisfied,2000,175260,Basic,10,1,1,876.3
543,27-07-2022,28-06-2023,2,11,963.93,Male,Smartphone,Mexico,1,31,2,Others,Satisfied,1700,148971,Standard,12,2,1,1051.56
544,08-08-2022,28-06-2023,3,14,1226.82,Male,Tablet,Spain,5,28,2,Others,Neutral,3600,315468,Premium,15,4,1,1314.45
545,17-08-2022,27-06-2023,1,14,1226.82,Male,Smart TV,Italy,5,35,2,Comedy,Extremely dissatisfied,3800,332994,Basic,10,1,1,876.3
546,20-08-2022,26-06-2023,3,10,876.3,Male,Smart TV,Spain,6,32,2,Dramma,Satisfied,3800,332994,Premium,15,4,1,1314.45
